"","age","job","marital","education","taxLien","mortgage","taxbill_in_phl","contact","month","day_of_week","campaign","pdays","previous","poutcome","unemploy_rate","cons.price.idx","cons.conf.idx","inflation_rate","spent_on_repairs","y","y_numeric"
"2305",38,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes",1
"2306",30,"student","single","high.school","no","no","yes","cellular","aug","tue",3,999,1,"failure",-1.7,94.027,-38.3,0.899,4991.6,"yes",1
"2307",32,"services","married","high.school","no","yes","yes","telephone","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"yes",1
"2308",44,"blue-collar","married","basic.9y","no","no","yes","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",0
"2309",35,"admin.","single","university.degree","no","yes","yes","cellular","jul","mon",8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"2310",48,"blue-collar","married","basic.9y","unknown","no","yes","telephone","jun","thu",4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",0
"2311",52,"retired","married","university.degree","unknown","no","yes","cellular","nov","wed",1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no",0
"2312",41,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",0
"2313",65,"housemaid","married","basic.4y","no","no","yes","cellular","jun","mon",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"no",0
"2314",43,"services","divorced","high.school","no","no","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"2315",40,"blue-collar","married","professional.course","no","no","no","cellular","nov","mon",1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no",0
"2316",30,"admin.","married","university.degree","no","no","yes","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"2317",66,"retired","divorced","high.school","no","no","yes","cellular","jul","wed",1,999,1,"failure",-1.7,94.215,-40.3,0.896,4991.6,"no",0
"2318",44,"services","single","high.school","no","no","yes","telephone","jun","mon",1,999,0,"nonexistent",-1.7,94.055,-39.8,0.72,4991.6,"no",0
"2319",35,"admin.","married","high.school","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"2320",57,"management","married","university.degree","unknown","no","yes","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"2321",26,"blue-collar","single","basic.6y","no","no","yes","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"2322",39,"unemployed","married","university.degree","no","yes","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",0
"2323",45,"services","married","basic.6y","no","unknown","no","telephone","jun","wed",10,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"2324",35,"technician","single","professional.course","no","yes","yes","cellular","nov","thu",2,999,1,"failure",-3.4,92.649,-30.1,0.714,5017.5,"yes",1
"2325",42,"housemaid","married","university.degree","no","no","yes","cellular","nov","mon",4,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no",0
"2326",36,"admin.","single","university.degree","no","no","yes","cellular","oct","wed",1,999,1,"failure",-3.4,92.431,-26.9,0.742,5017.5,"no",0
"2327",46,"admin.","single","university.degree","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"no",0
"2328",35,"self-employed","married","university.degree","no","yes","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"2329",24,"admin.","single","high.school","no","yes","yes","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"2330",50,"technician","married","university.degree","no","yes","yes","cellular","aug","mon",5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"2331",36,"admin.","single","university.degree","no","no","yes","cellular","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",0
"2332",39,"technician","single","professional.course","no","no","yes","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no",0
"2333",57,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",0
"2334",42,"blue-collar","married","basic.4y","no","no","yes","telephone","jun","tue",4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"2335",31,"blue-collar","single","university.degree","no","no","yes","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"2336",41,"admin.","single","unknown","no","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",1
"2337",25,"blue-collar","married","basic.4y","no","no","yes","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no",0
"2338",58,"blue-collar","married","basic.4y","no","yes","yes","telephone","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"2339",33,"self-employed","married","university.degree","no","no","yes","telephone","may","tue",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2340",42,"technician","single","unknown","no","no","yes","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"2341",41,"management","married","university.degree","unknown","no","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2342",49,"blue-collar","divorced","basic.6y","no","no","yes","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"2343",44,"blue-collar","married","basic.9y","unknown","yes","yes","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2344",52,"services","married","university.degree","no","no","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no",0
"2345",26,"blue-collar","married","basic.9y","no","no","yes","cellular","may","wed",2,999,2,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",0
"2346",43,"admin.","married","high.school","unknown","no","yes","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no",0
"2347",43,"technician","married","university.degree","no","yes","yes","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"2348",26,"housemaid","married","basic.4y","no","yes","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",0
"2349",34,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no",0
"2350",24,"services","single","high.school","no","no","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0
"2351",33,"self-employed","single","university.degree","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2352",38,"self-employed","single","unknown","no","no","yes","cellular","jul","tue",8,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"2353",31,"blue-collar","married","basic.4y","unknown","no","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2354",32,"admin.","divorced","university.degree","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"2355",25,"self-employed","single","unknown","no","no","yes","cellular","apr","mon",2,999,1,"failure",-1.8,93.749,-34.6,0.643,5008.7,"no",0
"2356",26,"admin.","single","university.degree","no","no","yes","telephone","jul","wed",5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"2357",56,"retired","married","basic.4y","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2358",38,"blue-collar","married","basic.6y","no","no","yes","telephone","may","thu",9,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"2359",37,"admin.","married","high.school","no","yes","yes","telephone","nov","fri",1,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"no",0
"2360",22,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",1
"2361",50,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","tue",6,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"2362",34,"blue-collar","married","basic.9y","no","no","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"2363",35,"technician","single","university.degree","no","yes","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",0
"2364",48,"services","divorced","basic.9y","no","unknown","no","cellular","may","thu",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"2365",25,"admin.","married","high.school","no","no","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"2366",39,"blue-collar","single","basic.4y","no","no","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"2367",52,"technician","married","professional.course","no","yes","no","cellular","sep","mon",1,999,1,"failure",-3.4,92.379,-29.8,0.797,5017.5,"yes",1
"2368",48,"technician","married","university.degree","no","no","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"2369",44,"blue-collar","single","basic.9y","unknown","yes","yes","cellular","apr","fri",3,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"2370",30,"technician","single","professional.course","no","yes","yes","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"2371",32,"management","married","high.school","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"2372",52,"unemployed","married","university.degree","no","no","yes","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",0
"2373",44,"blue-collar","single","professional.course","no","no","yes","cellular","oct","tue",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"no",0
"2374",29,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",3,3,1,"success",-2.9,92.201,-31.4,0.873,5076.2,"yes",1
"2375",41,"admin.","married","university.degree","no","no","yes","cellular","aug","wed",5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"2376",26,"technician","married","high.school","no","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"2377",32,"admin.","single","university.degree","no","yes","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",0
"2378",31,"admin.","single","university.degree","no","yes","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"2379",29,"admin.","single","basic.9y","unknown","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2380",58,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"2381",56,"technician","married","basic.4y","unknown","unknown","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"2382",23,"blue-collar","single","professional.course","no","yes","yes","cellular","may","fri",3,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no",0
"2383",50,"technician","married","professional.course","no","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes",1
"2384",29,"admin.","married","university.degree","no","yes","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes",1
"2385",31,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no",0
"2386",48,"housemaid","married","basic.4y","no","no","yes","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"2387",27,"blue-collar","single","unknown","no","unknown","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"2388",24,"technician","divorced","professional.course","no","no","yes","cellular","apr","fri",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"2389",35,"technician","married","high.school","no","no","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0
"2390",42,"technician","married","university.degree","unknown","no","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"2391",37,"admin.","married","high.school","no","no","yes","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no",0
"2392",33,"admin.","married","university.degree","no","yes","yes","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"2393",58,"management","married","university.degree","no","no","yes","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"2394",54,"retired","married","basic.9y","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"2395",54,"technician","married","professional.course","no","yes","yes","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",0
"2396",39,"technician","single","professional.course","no","no","yes","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"2397",48,"admin.","married","basic.9y","unknown","no","yes","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"2398",34,"blue-collar","divorced","basic.4y","no","no","yes","cellular","apr","fri",5,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"2399",28,"blue-collar","single","basic.9y","unknown","no","yes","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",0
"2400",30,"admin.","single","high.school","no","no","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"2401",59,"retired","married","professional.course","no","yes","yes","telephone","jun","tue",8,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"2402",29,"admin.","single","high.school","unknown","yes","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"2403",25,"admin.","married","high.school","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"2404",47,"admin.","divorced","high.school","no","yes","yes","cellular","sep","tue",1,999,1,"failure",-3.4,92.379,-29.8,0.755,5017.5,"no",0
"2405",32,"admin.","married","university.degree","no","no","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"2406",30,"blue-collar","married","basic.6y","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"2407",24,"technician","single","university.degree","no","no","yes","cellular","oct","wed",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"no",0
"2408",58,"entrepreneur","married","high.school","no","no","yes","cellular","sep","mon",1,999,2,"failure",-1.1,94.199,-37.5,0.882,4963.6,"no",0
"2409",44,"management","married","university.degree","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"2410",36,"admin.","married","university.degree","no","yes","no","cellular","sep","tue",2,999,0,"nonexistent",-3.4,92.379,-29.8,0.819,5017.5,"no",0
"2411",33,"self-employed","divorced","basic.9y","no","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"2412",31,"blue-collar","single","high.school","no","no","yes","cellular","jul","mon",6,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",0
"2413",38,"admin.","single","university.degree","unknown","yes","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes",1
"2414",35,"management","married","university.degree","no","yes","yes","cellular","aug","thu",4,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no",0
"2415",29,"blue-collar","married","basic.9y","no","no","yes","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",0
"2416",58,"management","married","university.degree","no","yes","yes","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",0
"2417",43,"blue-collar","married","basic.4y","no","yes","yes","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2418",55,"self-employed","married","basic.4y","unknown","unknown","no","cellular","aug","thu",5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"2419",53,"management","married","university.degree","unknown","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"2420",38,"entrepreneur","married","basic.9y","no","yes","yes","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"2421",36,"technician","single","professional.course","no","no","yes","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no",0
"2422",56,"retired","married","professional.course","no","no","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"2423",32,"admin.","married","university.degree","no","no","yes","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"2424",48,"blue-collar","married","basic.9y","no","yes","yes","telephone","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"2425",31,"technician","married","university.degree","no","no","yes","telephone","nov","mon",4,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,"no",0
"2426",50,"self-employed","married","basic.4y","unknown","yes","yes","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no",0
"2427",38,"services","married","high.school","unknown","yes","yes","telephone","jun","mon",7,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",0
"2428",34,"admin.","single","university.degree","unknown","no","yes","telephone","jun","thu",16,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no",0
"2429",41,"blue-collar","married","basic.4y","no","yes","yes","cellular","may","tue",1,999,2,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no",0
"2430",51,"management","married","university.degree","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"2431",26,"admin.","single","high.school","no","no","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"yes",1
"2432",34,"admin.","single","university.degree","no","no","yes","cellular","sep","fri",3,3,2,"success",-3.4,92.379,-29.8,0.773,5017.5,"yes",1
"2433",41,"technician","married","university.degree","unknown","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"no",0
"2434",41,"technician","married","professional.course","no","unknown","no","cellular","jun","tue",1,4,3,"success",-2.9,92.963,-40.8,1.262,5076.2,"yes",1
"2435",26,"blue-collar","married","basic.9y","no","yes","yes","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"2436",32,"blue-collar","married","basic.6y","unknown","yes","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes",1
"2437",49,"blue-collar","married","basic.6y","unknown","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",0
"2438",39,"technician","married","high.school","no","no","yes","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"2439",38,"blue-collar","married","basic.9y","no","unknown","no","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",0
"2440",52,"retired","divorced","professional.course","no","no","yes","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"2441",57,"self-employed","married","university.degree","no","no","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",1
"2442",38,"housemaid","married","university.degree","no","no","yes","telephone","jun","mon",5,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"2443",31,"admin.","married","high.school","no","no","yes","cellular","may","thu",2,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"2444",57,"blue-collar","married","basic.4y","unknown","no","yes","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"2445",42,"self-employed","married","professional.course","unknown","unknown","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no",0
"2446",32,"admin.","married","high.school","no","yes","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"2447",31,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"2448",32,"entrepreneur","married","high.school","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"2449",40,"management","married","unknown","no","yes","yes","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"2450",58,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes",1
"2451",44,"admin.","married","university.degree","no","yes","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",0
"2452",46,"entrepreneur","married","unknown","unknown","yes","yes","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",0
"2453",47,"admin.","married","basic.6y","unknown","yes","yes","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no",0
"2454",44,"management","married","basic.6y","no","yes","no","cellular","mar","thu",1,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,"no",0
"2455",39,"admin.","married","high.school","no","no","yes","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"2456",38,"technician","married","professional.course","no","yes","no","cellular","mar","thu",2,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,"yes",1
"2457",59,"blue-collar","married","basic.4y","unknown","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2458",49,"management","divorced","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no",0
"2459",51,"admin.","married","university.degree","no","no","yes","telephone","jun","mon",3,999,0,"nonexistent",-2.9,92.963,-40.8,1.215,5076.2,"no",0
"2460",55,"unemployed","married","university.degree","no","yes","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"2461",49,"technician","divorced","high.school","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no",0
"2462",44,"admin.","married","basic.4y","unknown","yes","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no",0
"2463",29,"blue-collar","single","high.school","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no",0
"2464",49,"blue-collar","married","unknown","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2465",49,"technician","married","professional.course","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"2466",45,"admin.","divorced","basic.9y","unknown","no","yes","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",0
"2467",39,"blue-collar","married","basic.9y","no","no","yes","telephone","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",0
"2468",35,"blue-collar","married","basic.9y","unknown","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0
"2469",55,"entrepreneur","single","unknown","unknown","no","yes","telephone","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",1
"2470",30,"services","single","high.school","no","no","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no",0
"2471",26,"management","single","university.degree","unknown","yes","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"2472",37,"technician","single","professional.course","no","yes","yes","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",0
"2473",29,"self-employed","married","basic.6y","unknown","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2474",54,"blue-collar","married","basic.4y","no","no","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",0
"2475",35,"technician","married","university.degree","no","no","yes","cellular","aug","fri",3,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"no",0
"2476",41,"technician","single","professional.course","no","yes","yes","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",0
"2477",31,"technician","married","professional.course","no","no","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"2478",30,"admin.","married","university.degree","no","no","yes","cellular","aug","mon",7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"2479",43,"technician","married","professional.course","no","yes","yes","cellular","nov","tue",3,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no",0
"2480",31,"blue-collar","married","professional.course","no","no","yes","telephone","jun","tue",8,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"2481",33,"admin.","single","university.degree","no","yes","yes","telephone","oct","thu",3,6,2,"success",-3.4,92.431,-26.9,0.74,5017.5,"yes",1
"2482",30,"management","divorced","university.degree","no","no","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2483",47,"admin.","single","university.degree","no","no","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"2484",32,"services","married","professional.course","no","yes","yes","cellular","may","tue",3,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",0
"2485",49,"management","married","university.degree","unknown","yes","yes","telephone","jul","mon",12,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"2486",41,"technician","married","high.school","no","yes","yes","telephone","jun","fri",24,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"2487",60,"blue-collar","married","professional.course","no","no","yes","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2488",42,"services","married","high.school","no","yes","yes","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
