SeniorCitizen,WeekendBouncer,avgBounceTime,bounceInStreet,PaperlessBilling,monthlyDistanceBounced,totalDistanceBounced,Churn,phoneType,avgBounceDistance,avgBounceHeight
No,No,38,No,Yes,60,2193.2,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,28,Yes,No,89.9,2433.5,No_Churn,Android,<1 ft.,<1 ft.
No,No,32,Yes,No,19.4,641.15,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,49,Yes,No,49.8,2398.4,No_Churn,Unknown,<1 ft.,2+ ft.
No,Yes,37,Yes,Yes,24.1,861.85,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,10,Yes,No,54.25,583,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,67,Yes,No,109.9,7332.4,No_Churn,Android,<1 ft.,1-2 ft.
No,No,7,No,Yes,35.5,249.55,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,51,Yes,No,87.55,4475.9,No_Churn,Android,<1 ft.,1-2 ft.
No,No,9,Yes,No,45.15,416.45,Churn,Unknown,<1 ft.,<1 ft.
No,No,9,Yes,Yes,88.4,788.6,No_Churn,Android,<1 ft.,<1 ft.
No,No,4,Yes,Yes,50.8,202.3,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,71,Yes,Yes,99,6994.6,No_Churn,Android,<1 ft.,2+ ft.
No,Yes,50,Yes,Yes,84.4,4116.15,Churn,Android,<1 ft.,<1 ft.
Yes,Yes,24,Yes,Yes,96.55,2263.45,No_Churn,Android,<1 ft.,2+ ft.
No,No,22,Yes,Yes,59.75,1374.35,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,44,Yes,Yes,111.5,4915.15,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,33,Yes,No,24.25,838.5,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,1,Yes,Yes,75.1,75.1,Churn,Android,<1 ft.,<1 ft.
No,No,54,Yes,Yes,70.15,3715.65,Churn,Unknown,<1 ft.,1-2 ft.
No,No,42,Yes,Yes,101.75,4273.45,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,No,45.8,45.8,Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,No,20.5,20.5,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,30,Yes,No,70.4,2044.75,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,1,No,No,30.55,30.55,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,16,Yes,No,84.9,1398.25,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,1,Yes,Yes,20.1,20.1,Churn,IPhone,4+ ft.,<1 ft.
No,No,9,No,No,40.65,328.95,Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,46,Yes,Yes,101,4680.05,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,Yes,69.1,69.1,Churn,Android,<1 ft.,<1 ft.
No,No,71,Yes,No,54.5,3778.2,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,43,Yes,Yes,75.35,3161.4,No_Churn,Android,<1 ft.,<1 ft.
No,No,50,No,Yes,44.45,2188.45,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,13,Yes,Yes,75,999.45,Churn,Android,<1 ft.,<1 ft.
No,Yes,19,Yes,No,100,1888.65,Churn,Android,1-4 ft.,1-2 ft.
No,No,41,Yes,No,98.05,3990.6,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,1,Yes,Yes,71.15,71.15,Churn,Android,<1 ft.,<1 ft.
No,No,24,No,Yes,54.15,1240.25,Churn,Unknown,<1 ft.,<1 ft.
No,No,40,Yes,No,63.9,2635,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,3,Yes,Yes,69.15,235,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,37,Yes,No,64.65,2347.85,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,67,Yes,Yes,108.75,7156.2,Churn,Android,1-4 ft.,2+ ft.
No,Yes,32,Yes,Yes,98.85,3089.6,No_Churn,Android,<1 ft.,<1 ft.
No,No,6,Yes,Yes,49.15,270.8,Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,32,Yes,No,89.6,2901.8,No_Churn,Android,<1 ft.,<1 ft.
No,No,59,Yes,Yes,83.25,4949.1,No_Churn,Android,<1 ft.,<1 ft.
No,No,30,Yes,No,70.25,2198.9,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,20,Yes,Yes,19.4,374.5,Churn,IPhone,4+ ft.,<1 ft.
No,Yes,27,Yes,No,24.5,761.95,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,20,Yes,Yes,79.15,1520.9,Churn,Android,<1 ft.,<1 ft.
No,Yes,9,Yes,No,20.1,190.25,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,68,Yes,Yes,73,5163,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,69,Yes,No,61.4,4059.85,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,26,Yes,Yes,84.3,2281.6,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,69,Yes,No,19.9,1356.7,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,11,Yes,No,20.4,231.45,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,1,Yes,No,50.75,50.75,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,10,Yes,No,20.45,242.4,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,55,Yes,Yes,75.75,4264.25,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,44,Yes,No,65.4,2774.55,No_Churn,Unknown,1-4 ft.,1-2 ft.
Yes,No,46,Yes,Yes,80.4,3605.2,Churn,Android,<1 ft.,<1 ft.
No,Yes,69,Yes,Yes,59.75,4069.9,No_Churn,Unknown,<1 ft.,2+ ft.
Yes,No,11,Yes,Yes,78.5,874.2,No_Churn,Android,<1 ft.,<1 ft.
No,No,11,Yes,Yes,102,1145.35,Churn,Android,<1 ft.,<1 ft.
No,No,29,Yes,No,48.95,1323.7,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,57,Yes,Yes,99.65,5497.05,No_Churn,Android,<1 ft.,<1 ft.
No,No,28,Yes,No,18.25,534.7,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,42,Yes,No,54.55,2455.05,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,2,Yes,No,20.65,38.7,Churn,IPhone,4+ ft.,<1 ft.
No,Yes,23,No,No,40.65,947.4,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,18,Yes,No,20.45,357,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,62,Yes,No,24.8,1476.25,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,1,Yes,Yes,70.8,70.8,Churn,Android,<1 ft.,<1 ft.
No,No,16,Yes,Yes,89.05,1448.6,Churn,Android,1-4 ft.,<1 ft.
No,No,3,Yes,Yes,96.6,291.9,Churn,Android,<1 ft.,<1 ft.
No,No,67,Yes,Yes,88.8,5903.15,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,62,Yes,Yes,20.05,1201.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,57,Yes,Yes,104.5,5921.35,Churn,Android,<1 ft.,<1 ft.
No,No,2,Yes,Yes,69.8,146.65,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,23,Yes,Yes,77.15,1759.4,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,25,No,No,35.05,844.45,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,72,Yes,Yes,108.1,7774.05,No_Churn,Android,1-4 ft.,2+ ft.
No,No,2,Yes,Yes,84.05,134.05,No_Churn,Android,<1 ft.,<1 ft.
No,No,8,Yes,Yes,20.2,140.95,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,5,Yes,Yes,50.6,249.95,Churn,Unknown,<1 ft.,<1 ft.
No,No,35,No,No,49.2,1701.65,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,24,Yes,No,24.6,592.65,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,2,Yes,Yes,71.65,135.75,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,72,Yes,Yes,104.9,7732.65,No_Churn,Android,1-4 ft.,2+ ft.
No,No,41,Yes,Yes,106.5,4282.4,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,4,Yes,No,49.35,219.65,Churn,Unknown,<1 ft.,<1 ft.
No,No,26,Yes,No,75.5,2018.1,No_Churn,Android,<1 ft.,1-2 ft.
No,No,7,Yes,Yes,94.25,669,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,Yes,68.95,68.95,Churn,Android,<1 ft.,<1 ft.
No,Yes,4,Yes,Yes,58.5,224.85,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,48,Yes,No,78.9,3771.5,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,2,Yes,Yes,93.85,196.75,Churn,Android,<1 ft.,<1 ft.
Yes,No,12,Yes,Yes,79.2,943.85,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,60,Yes,Yes,109.45,6572.85,No_Churn,Android,1-4 ft.,<1 ft.
No,No,55,Yes,Yes,59.2,3175.85,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,1,No,No,29.15,29.15,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,1,Yes,No,20.05,20.05,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,4,Yes,Yes,76.05,318.9,Churn,Android,<1 ft.,<1 ft.
No,No,1,No,Yes,24.45,24.45,Churn,Unknown,<1 ft.,<1 ft.
No,No,42,Yes,No,66.5,2762.75,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,1,Yes,No,49.55,49.55,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,7,Yes,Yes,89.35,631.85,Churn,Android,<1 ft.,<1 ft.
No,No,3,Yes,Yes,73.6,232.5,No_Churn,Android,<1 ft.,<1 ft.
No,No,72,Yes,Yes,82.65,5919.35,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,15,Yes,Yes,49,749.25,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,4,Yes,Yes,80.35,307.4,Churn,Android,<1 ft.,<1 ft.
No,No,11,Yes,No,25.2,245.15,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,5,Yes,No,25.45,134.75,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,1,Yes,Yes,55.8,55.8,Churn,Unknown,<1 ft.,<1 ft.
No,No,72,Yes,Yes,110.9,8240.85,No_Churn,Android,1-4 ft.,2+ ft.
No,No,55,Yes,Yes,77.75,4266.4,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,40,Yes,Yes,26.2,1077.5,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,57,Yes,No,19.9,1115.6,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,1,Yes,Yes,79.05,79.05,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,Yes,95,95,Churn,Android,<1 ft.,<1 ft.
No,No,1,No,No,25.2,25.2,Churn,Unknown,<1 ft.,<1 ft.
Yes,Yes,52,Yes,Yes,80.85,4079.55,No_Churn,Unknown,<1 ft.,1-2 ft.
Yes,No,41,Yes,Yes,98.4,4187.75,Churn,Android,<1 ft.,<1 ft.
No,No,43,Yes,Yes,56.35,2391.15,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,47,Yes,No,19.3,890.5,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,3,Yes,No,50.4,137.25,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,Yes,66,Yes,No,79.4,5154.6,Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,55,Yes,Yes,55.25,3119.9,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,29,Yes,No,19.1,529.5,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,12,Yes,Yes,84.05,966.55,No_Churn,Android,<1 ft.,<1 ft.
No,No,66,Yes,Yes,105.2,6936.85,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,35,Yes,Yes,101.4,3496.3,Churn,Android,<1 ft.,<1 ft.
Yes,No,10,Yes,Yes,89.8,914.3,Churn,Android,<1 ft.,<1 ft.
No,Yes,27,Yes,Yes,75.75,1929,No_Churn,Android,<1 ft.,<1 ft.
No,No,58,Yes,Yes,95.3,5817.7,No_Churn,Android,1-4 ft.,<1 ft.
No,No,54,Yes,No,109.75,6110.2,Churn,Android,1-4 ft.,2+ ft.
No,No,9,Yes,No,19.85,178.8,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,2,Yes,No,19.3,28.3,Churn,IPhone,4+ ft.,1-2 ft.
No,No,6,Yes,Yes,69.1,435,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,26,Yes,Yes,91.25,2351.8,Churn,Android,<1 ft.,<1 ft.
No,No,9,Yes,No,20.25,186.15,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,8,Yes,Yes,54.75,445.85,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,12,Yes,Yes,81.45,912,No_Churn,Android,<1 ft.,<1 ft.
No,No,15,Yes,Yes,49.1,679.55,Churn,Unknown,<1 ft.,<1 ft.
No,No,43,Yes,Yes,80.2,3581.6,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,42,Yes,Yes,100.3,4222.95,No_Churn,Android,1-4 ft.,<1 ft.
No,No,31,Yes,No,65.25,1994.3,Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,66,Yes,Yes,90.95,5930.05,No_Churn,Android,1-4 ft.,2+ ft.
Yes,No,18,Yes,Yes,85.45,1505.85,Churn,Android,1-4 ft.,<1 ft.
No,No,1,Yes,No,20,20,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,61,Yes,Yes,94.1,5638.3,Churn,Android,1-4 ft.,2+ ft.
No,No,10,Yes,No,79.85,797.25,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,1,Yes,Yes,71.65,71.65,Churn,Android,<1 ft.,<1 ft.
Yes,No,18,Yes,Yes,73.55,1359.45,No_Churn,Android,<1 ft.,<1 ft.
No,No,24,Yes,Yes,104.65,2542.45,Churn,Android,<1 ft.,<1 ft.
No,Yes,3,Yes,No,19.3,54.7,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,50,Yes,No,20.15,989.05,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,1,Yes,No,44.55,44.55,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,2,Yes,Yes,54.45,87.3,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,17,Yes,Yes,19.65,351.55,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,69,Yes,Yes,105,7297.75,No_Churn,Android,<1 ft.,2+ ft.
No,No,72,Yes,Yes,88.7,6301.7,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,3,Yes,Yes,74.25,210.3,Churn,Android,<1 ft.,<1 ft.
Yes,Yes,50,Yes,Yes,75.15,3822.45,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,53,Yes,No,20.25,1048.45,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,58,Yes,Yes,109.1,6393.65,No_Churn,Android,1-4 ft.,2+ ft.
No,No,46,No,Yes,30.75,1489.3,No_Churn,Unknown,<1 ft.,1-2 ft.
Yes,No,72,Yes,Yes,112.9,8061.5,No_Churn,Android,1-4 ft.,<1 ft.
Yes,No,1,Yes,Yes,74.2,74.2,Churn,Android,<1 ft.,<1 ft.
No,Yes,6,Yes,Yes,94.05,518.75,No_Churn,Android,<1 ft.,<1 ft.
No,No,72,Yes,No,78.85,5763.15,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,4,Yes,Yes,55.3,238.5,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,52,Yes,No,19.35,1031.7,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,0,Yes,No,25.35,NA,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,2,Yes,No,20.45,34.8,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,65,Yes,No,19.35,1319.95,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,43,Yes,Yes,101,4388.4,Churn,Android,<1 ft.,<1 ft.
No,No,4,Yes,Yes,100.2,420.2,Churn,Android,<1 ft.,<1 ft.
Yes,No,25,Yes,Yes,89.05,2177.45,Churn,Android,<1 ft.,1-2 ft.
No,No,51,Yes,Yes,78.65,3950.85,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,12,Yes,No,74.75,827.05,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,57,Yes,Yes,70.1,3913.3,Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,24,Yes,No,19.9,533.5,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,64,Yes,No,58.35,3756.45,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,4,Yes,Yes,105.65,443.9,Churn,Android,1-4 ft.,1-2 ft.
No,No,26,Yes,Yes,100.5,2599.95,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,15,Yes,No,20.05,284.3,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,64,Yes,No,25.65,1740.8,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,36,Yes,Yes,96.5,3436.1,Churn,Android,<1 ft.,<1 ft.
No,No,27,Yes,No,95,2462.55,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,1,Yes,No,70.85,70.85,Churn,Android,<1 ft.,<1 ft.
No,No,35,Yes,Yes,85.95,3110.1,Churn,Unknown,1-4 ft.,1-2 ft.
No,No,4,Yes,Yes,73.9,280.85,Churn,Android,<1 ft.,<1 ft.
No,Yes,8,Yes,Yes,45.45,411.75,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,10,Yes,Yes,20,198.6,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,2,Yes,No,49.2,103.7,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,58,Yes,Yes,109.45,6144.55,Churn,Android,<1 ft.,2+ ft.
No,No,51,Yes,Yes,83.25,4089.45,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,46,Yes,Yes,19.25,864.2,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,1,Yes,Yes,19.65,19.65,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,46,Yes,No,72.8,3249.4,No_Churn,Android,<1 ft.,<1 ft.
No,No,50,Yes,Yes,109.65,5405.8,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,53,Yes,No,65,3363.8,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,61,Yes,Yes,114.1,7132.15,No_Churn,Android,1-4 ft.,<1 ft.
No,No,5,Yes,No,20.65,93.55,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,47,Yes,Yes,86.95,4138.9,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,54,Yes,Yes,94.75,5121.75,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,19,No,Yes,25.35,566.1,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,26,Yes,Yes,105.45,2715.3,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,70,Yes,No,25.4,1782.05,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,17,Yes,Yes,102.55,1742.5,No_Churn,Android,<1 ft.,<1 ft.
No,No,30,Yes,Yes,100.2,2983.8,Churn,Android,<1 ft.,<1 ft.
No,Yes,1,Yes,No,24,24,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,19,Yes,No,25.6,485.9,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,26,Yes,Yes,73.5,1905.7,No_Churn,Unknown,<1 ft.,2+ ft.
No,Yes,21,Yes,Yes,74.05,1565.7,Churn,Android,<1 ft.,<1 ft.
No,No,50,Yes,Yes,98.25,4858.7,No_Churn,Android,<1 ft.,1-2 ft.
No,No,68,No,Yes,54.4,3723.65,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,3,Yes,Yes,101.55,298.35,Churn,Android,<1 ft.,<1 ft.
No,Yes,9,Yes,No,103.1,970.45,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,51,No,No,34.2,1782,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,9,Yes,Yes,43.75,405.7,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,Yes,41,Yes,Yes,111.95,4534.9,Churn,Android,1-4 ft.,1-2 ft.
No,No,22,Yes,Yes,100.65,2415.95,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,21,No,Yes,55.95,1157.05,Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,71,Yes,Yes,116.05,8297.5,No_Churn,Android,1-4 ft.,2+ ft.
No,No,1,Yes,No,45.75,45.75,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,26,Yes,Yes,82,2083.1,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,71,Yes,No,65.15,4681.75,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,4,Yes,Yes,44.8,176.2,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,12,Yes,Yes,79.8,1001.2,No_Churn,Android,<1 ft.,<1 ft.
No,No,18,Yes,Yes,88.85,1594.75,No_Churn,Android,1-4 ft.,<1 ft.
No,No,3,Yes,Yes,74.95,212.4,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,72,Yes,Yes,106.85,7677.4,No_Churn,Android,<1 ft.,1-2 ft.
No,No,11,Yes,No,74.95,815.5,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,No,80.15,80.15,Churn,Android,<1 ft.,<1 ft.
No,No,13,Yes,No,19.3,259.65,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,72,Yes,Yes,109.25,8109.8,Churn,Android,1-4 ft.,1-2 ft.
No,No,42,Yes,No,56.1,2386.85,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,17,Yes,No,19.7,340.35,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,7,Yes,Yes,51.3,419.35,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,68,Yes,No,118.6,7990.05,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,56,Yes,No,24.15,1402.25,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,38,Yes,No,20.3,749.35,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,72,Yes,Yes,115.5,8425.15,No_Churn,Android,1-4 ft.,2+ ft.
No,No,48,Yes,No,25.05,1171.5,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,52,Yes,Yes,109.1,5647.95,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,35,Yes,No,19.65,708.8,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,67,Yes,Yes,111.3,7567.2,No_Churn,Android,1-4 ft.,2+ ft.
No,No,1,No,No,29.9,29.9,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,53,Yes,Yes,80.6,4348.1,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,34,Yes,No,20.8,635.9,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,3,No,No,35.2,108.95,Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,No,78.8,78.8,Churn,Android,<1 ft.,<1 ft.
No,No,19,Yes,No,89.95,1682.4,No_Churn,Android,1-4 ft.,<1 ft.
Yes,No,60,Yes,Yes,116.05,6925.9,No_Churn,Android,1-4 ft.,2+ ft.
No,No,11,Yes,No,19.55,223.15,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,47,Yes,Yes,106.4,5127.95,Churn,Android,<1 ft.,<1 ft.
No,No,18,Yes,No,49.4,874.8,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,60,Yes,No,115.25,6758.45,No_Churn,Android,1-4 ft.,2+ ft.
No,No,72,Yes,No,24.8,1874.3,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,39,Yes,No,19.9,791.15,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,59,Yes,Yes,81.25,4639.45,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,2,Yes,No,69.95,143.9,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,1,Yes,No,69.1,69.1,Churn,Android,<1 ft.,<1 ft.
No,Yes,20,Yes,Yes,90.2,1776.55,Churn,Android,<1 ft.,<1 ft.
No,No,6,Yes,Yes,93.55,536.4,Churn,Android,<1 ft.,<1 ft.
No,No,71,Yes,Yes,86.4,6172,No_Churn,Android,1-4 ft.,2+ ft.
No,No,24,Yes,No,66.3,1559.45,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,67,Yes,Yes,94.65,6079,No_Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,Yes,80.85,80.85,Churn,Android,<1 ft.,<1 ft.
No,Yes,48,Yes,Yes,82.05,4029.95,Churn,Android,<1 ft.,1-2 ft.
No,No,37,Yes,No,72.1,2658.4,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,11,No,No,34.7,383.55,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,3,Yes,Yes,20.55,51.15,Churn,IPhone,4+ ft.,<1 ft.
No,No,18,Yes,Yes,95.95,1745.5,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,50,Yes,Yes,44.8,2230.85,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,67,Yes,Yes,109.4,7281.6,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,25,Yes,Yes,71.05,1837.7,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,2,Yes,Yes,78.55,149.55,Churn,Android,<1 ft.,<1 ft.
No,No,9,Yes,No,19.7,180.7,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,10,No,No,40.25,411.45,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,70,Yes,No,19.85,1328.35,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,9,Yes,Yes,68.25,576.95,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,4,Yes,Yes,20.15,68.45,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,2,Yes,No,50.95,123.05,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,1,Yes,No,78.65,78.65,Churn,Android,<1 ft.,<1 ft.
No,No,19,No,Yes,25.15,468.35,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,7,Yes,Yes,20.25,174.7,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,1,Yes,Yes,42.9,42.9,Churn,Unknown,<1 ft.,<1 ft.
Yes,No,1,Yes,No,44,44,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,9,Yes,No,20.25,172.35,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,3,No,No,34.25,139.35,Churn,Unknown,1-4 ft.,<1 ft.
No,No,9,No,No,58.5,539.85,Churn,Unknown,1-4 ft.,<1 ft.
No,No,5,Yes,No,55.8,300.4,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,56,Yes,No,88.9,4968,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,18,Yes,No,57.65,992.7,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,49,Yes,Yes,96.2,4718.25,Churn,Android,<1 ft.,<1 ft.
No,No,70,Yes,No,79.15,5536.5,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,72,Yes,Yes,108.05,7806.6,No_Churn,Android,1-4 ft.,2+ ft.
Yes,No,6,Yes,No,74.4,434.1,Churn,Android,<1 ft.,<1 ft.
